ID,Month,State,peak_demand,peak_met,fy
928,Jul-2021, Odisha,5561.333267649999,5561.333267649999,2021-2022
929,Jul-2021, West Bengal,8859.045694531165,8838.937112600001,2021-2022
930,Jul-2021, Sikkim,95.96783656768751,95.92586900000001,2021-2022
931,Jul-2021, Andaman- Nicobar,58,54,2021-2022
932,Jul-2021, Eastern Region,26018.58253465141,25144.97364534098,2021-2022
933,Jul-2021, Arunachal Pradesh,196.803,162,2021-2022
934,Jul-2021, Assam,2103.69,2034,2021-2022
935,Jul-2021, Manipur,206,206,2021-2022
936,Jul-2021, Meghalaya,317,317,2021-2022
937,Jul-2021, Mizoram,102,102,2021-2022
938,Jul-2021, Nagaland,148.983,145,2021-2022
939,Jul-2021, Tripura,296.71,296,2021-2022
940,Jul-2021, North-Eastern Region,3117.168,3053,2021-2022
941,Jul-2021, All India,203013.5656738281,200538.5656738281,2021-2022
856,Aug-2021, Chandigarh,356,356,2021-2022
857,Aug-2021, Delhi,6550,6550,2021-2022
858,Aug-2021, Haryana,11378,11378,2021-2022
859,Aug-2021, Himachal Pradesh,1589,1589,2021-2022
860,Aug-2021," 
UTs of J&K and Ladakh",2662.14,2462.14,2021-2022
861,Aug-2021, Punjab,13215,13215,2021-2022
862,Aug-2021, Rajasthan,14690,14690,2021-2022
863,Aug-2021, Uttar Pradesh,23963,23603,2021-2022
864,Aug-2021, Uttarakhand,2269,2269,2021-2022
865,Aug-2021, Northern Region,73305.23,72935.23,2021-2022
866,Aug-2021, Chhattisgarh,4877.52075,4869,2021-2022
867,Aug-2021, Gujarat,19451.40255,19431,2021-2022
868,Aug-2021, Madhya Pradesh,10704.82071,10686.12,2021-2022
869,Aug-2021, Maharashtra,24428,24428,2021-2022
870,Aug-2021, Daman & Diu,344.1204,344,2021-2022
871,Aug-2021, Dadra & Nagar Haveli,870.8495999999999,866,2021-2022
872,Aug-2021, Goa,606.7328625,605.25,2021-2022
873,Aug-2021, Western Region,58608.48183966667,58608.48183966667,2021-2022
874,Aug-2021, Andhra Pradesh,11018,11018,2021-2022
875,Aug-2021, Telangana,12855,12855,2021-2022
876,Aug-2021, Karnataka,11371.445,11371.445,2021-2022
877,Aug-2021, Kerala,3895.253,3590.99,2021-2022
878,Aug-2021, Tamil Nadu,15729.82066666666,15718.19,2021-2022
879,Aug-2021, Puducherry,460.164886,460.164886,2021-2022
880,Aug-2021, Lakshadweep,9.433,9.433,2021-2022
881,Aug-2021, Southern Region,52559,52559,2021-2022
882,Aug-2021, Bihar,6678.692563000001,6240.93388,2021-2022
883,Aug-2021, DVC,2918.578894364368,2914.498596329507,2021-2022
884,Aug-2021, Jharkhand,1785.553166847586,1610.571169672417,2021-2022
885,Aug-2021, Odisha,5575.257310719266,5552.42297125,2021-2022
886,Aug-2021, West Bengal,8798.439701352436,8780.768404937498,2021-2022
887,Aug-2021, Sikkim,98.53682803200005,98.19315200000001,2021-2022
888,Aug-2021, Andaman- Nicobar,59.5,59.5,2021-2022
889,Aug-2021, Eastern Region,24553.32331916628,24156.75989890759,2021-2022
890,Aug-2021, Arunachal Pradesh,181.658,153,2021-2022
891,Aug-2021, Assam,2108.628,2019,2021-2022
892,Aug-2021, Manipur,206,206,2021-2022
893,Aug-2021, Meghalaya,331,331,2021-2022
894,Aug-2021, Mizoram,107,107,2021-2022
895,Aug-2021, Nagaland,167.743,149,2021-2022
896,Aug-2021, Tripura,303,303,2021-2022
897,Aug-2021, North-Eastern Region,3175.393,3115,2021-2022
898,Aug-2021, All India,197739.1552186219,196271.0476074219,2021-2022
813,Sep-2021, Chandigarh,334,334,2021-2022
814,Sep-2021, Delhi,5548,5548,2021-2022
815,Sep-2021, Haryana,8980,8980,2021-2022
816,Sep-2021, Himachal Pradesh,1566,1566,2021-2022
817,Sep-2021," 
UTs of J&K and Ladakh",2659,2459,2021-2022
818,Sep-2021, Punjab,12002,12002,2021-2022
819,Sep-2021, Rajasthan,12047,12047,2021-2022
820,Sep-2021, Uttar Pradesh,22990,22990,2021-2022
821,Sep-2021, Uttarakhand,2074,2074,2021-2022
822,Sep-2021, Northern Region,63730.8,63325.8,2021-2022
823,Sep-2021, Chhattisgarh,4870,4870,2021-2022
824,Sep-2021, Gujarat,15499.39735,15421,2021-2022
825,Sep-2021, Madhya Pradesh,10492.177399,10470.19,2021-2022
826,Sep-2021, Maharashtra,21502,21502,2021-2022
827,Sep-2021, Daman & Diu,350,350,2021-2022
828,Sep-2021, Dadra & Nagar Haveli,862.9051000000001,862,2021-2022
829,Sep-2021, Goa,613.5,613.5,2021-2022
830,Sep-2021, Western Region,52431.75388883334,52194.75388883334,2021-2022
831,Sep-2021, Andhra Pradesh,10452.1205,10445,2021-2022
832,Sep-2021, Telangana,12454.066,12432,2021-2022
833,Sep-2021, Karnataka,12125,12125,2021-2022
834,Sep-2021, Kerala,3761.2708,3761.2708,2021-2022
835,Sep-2021, Tamil Nadu,15610.0756,15522.7236,2021-2022
836,Sep-2021, Puducherry,458.6826969999999,456.176697,2021-2022
837,Sep-2021, Lakshadweep,9.621,9.621,2021-2022
838,Sep-2021, Southern Region,53439.7,53388,2021-2022
839,Sep-2021, Bihar,6612.8081655266,6340.227317999999,2021-2022
840,Sep-2021, DVC,3037.03892915806,3037.03892915806,2021-2022
841,Sep-2021, Jharkhand,1706.000338173234,1542.570251631212,2021-2022
842,Sep-2021, Odisha,5609.530709118623,5605.116679733334,2021-2022
843,Sep-2021, West Bengal,8800.699930779687,8800.699930779687,2021-2022
844,Sep-2021, Sikkim,101.850613,101.850613,2021-2022
845,Sep-2021, Andaman- Nicobar,57.9,57.9,2021-2022
846,Sep-2021, Eastern Region,25454.49325564387,25009.79803968762,2021-2022
847,Sep-2021, Arunachal Pradesh,185.623,156,2021-2022
848,Sep-2021, Assam,2104,2104,2021-2022
849,Sep-2021, Manipur,210,210,2021-2022
850,Sep-2021, Meghalaya,327.785,327,2021-2022
851,Sep-2021, Mizoram,116,116,2021-2022
852,Sep-2021, Nagaland,173.336,153,2021-2022
853,Sep-2021, Tripura,305,305,2021-2022
854,Sep-2021, North-Eastern Region,3289.469,3231,2021-2022
855,Sep-2021, All India,181091.9090195512,180735.71875,2021-2022
770,Oct-2021, Chandigarh,273,273,2021-2022
771,Oct-2021, Delhi,5391,5391,2021-2022
772,Oct-2021, Haryana,8803,8803,2021-2022
773,Oct-2021, Himachal Pradesh,1732,1732,2021-2022
774,Oct-2021," 
UTs of J&K and Ladakh",2643,2443,2021-2022
775,Oct-2021, Punjab,9625,9625,2021-2022
776,Oct-2021, Rajasthan,12767,12767,2021-2022
777,Oct-2021, Uttar Pradesh,20174,20174,2021-2022
778,Oct-2021, Uttarakhand,2066,2066,2021-2022
779,Oct-2021, Northern Region,58641.4,57491.4,2021-2022
780,Oct-2021, Chhattisgarh,4387.1938,4378,2021-2022
781,Oct-2021, Gujarat,17420,17420,2021-2022
782,Oct-2021, Madhya Pradesh,11065.566658,11053.96,2021-2022
783,Oct-2021, Maharashtra,22892,22892,2021-2022
784,Oct-2021, Daman & Diu,357,357,2021-2022
785,Oct-2021, Dadra & Nagar Haveli,867,867,2021-2022
786,Oct-2021, Goa,639.25,639.25,2021-2022
787,Oct-2021, Western Region,54891.43745658334,54891.43745658334,2021-2022
788,Oct-2021, Andhra Pradesh,9865,9865,2021-2022
789,Oct-2021, Telangana,10763.425,10759,2021-2022
790,Oct-2021, Karnataka,11210.3225,11196.9375,2021-2022
791,Oct-2021, Kerala,3747.480799999999,3742.4618,2021-2022
792,Oct-2021, Tamil Nadu,14461.94376666666,14442.5051,2021-2022
793,Oct-2021, Puducherry,448.9902556666667,446.066589,2021-2022
794,Oct-2021, Lakshadweep,9.282,9.282,2021-2022
795,Oct-2021, Southern Region,47762.81500000001,47729,2021-2022
796,Oct-2021, Bihar,6543.9636841391,5774.459831,2021-2022
797,Oct-2021, DVC,2976.333036679754,2976.333036679754,2021-2022
798,Oct-2021, Jharkhand,1697.594738476647,1519.654177212818,2021-2022
799,Oct-2021, Odisha,5462.902954568754,5457.969050997597,2021-2022
800,Oct-2021, West Bengal,8897.386556925901,8854.396232000001,2021-2022
801,Oct-2021, Sikkim,104.28875733745,104.179369,2021-2022
802,Oct-2021, Andaman- Nicobar,57.9,57.9,2021-2022
803,Oct-2021, Eastern Region,24155.74557408379,23674.99103033955,2021-2022
804,Oct-2021, Arunachal Pradesh,162.253,140,2021-2022
805,Oct-2021, Assam,2126.09,2121,2021-2022
806,Oct-2021, Manipur,218.61,217,2021-2022
807,Oct-2021, Meghalaya,368,368,2021-2022
808,Oct-2021, Mizoram,128,128,2021-2022
809,Oct-2021, Nagaland,155.408,151,2021-2022
810,Oct-2021, Tripura,327.882,327,2021-2022
811,Oct-2021, North-Eastern Region,3426.572,3360,2021-2022
812,Oct-2021, All India,180293.174901982,174446.8515625,2021-2022
727,Nov-2021, Chandigarh,194,194,2021-2022
728,Nov-2021, Delhi,3831,3831,2021-2022
729,Nov-2021, Haryana,6785,6785,2021-2022
730,Nov-2021, Himachal Pradesh,1832,1819,2021-2022
731,Nov-2021," 
UTs of J&K and Ladakh",2841.4,2591.4,2021-2022
732,Nov-2021, Punjab,6405,6405,2021-2022
733,Nov-2021, Rajasthan,14253,14253,2021-2022
734,Nov-2021, Uttar Pradesh,16119,16119,2021-2022
735,Nov-2021, Uttarakhand,1967,1967,2021-2022
736,Nov-2021, Northern Region,50344,49319,2021-2022
737,Nov-2021, Chhattisgarh,3804.6614,3802,2021-2022
738,Nov-2021, Gujarat,17076,17076,2021-2022
739,Nov-2021, Madhya Pradesh,14480.92,14480.92,2021-2022
740,Nov-2021, Maharashtra,25215,25215,2021-2022
741,Nov-2021, Daman & Diu,370.5497999999999,369,2021-2022
742,Nov-2021, Dadra & Nagar Haveli,860.6020000000001,860,2021-2022
743,Nov-2021, Goa,628.5,628.5,2021-2022
744,Nov-2021, Western Region,60932.97,60856.23,2021-2022
745,Nov-2021, Andhra Pradesh,7875.706000000002,7865,2021-2022
746,Nov-2021, Telangana,8365.154,8353,2021-2022
747,Nov-2021, Karnataka,9389.526666666663,9356.2925,2021-2022
748,Nov-2021, Kerala,3680.2887,3680.2887,2021-2022
749,Nov-2021, Tamil Nadu,13204.86623333333,13198.6849,2021-2022
750,Nov-2021, Puducherry,392.3377139999999,391.812714,2021-2022
751,Nov-2021, Lakshadweep,8.875999999999999,8.875999999999999,2021-2022
752,Nov-2021, Southern Region,41168,41168,2021-2022
753,Nov-2021, Bihar,4626.322691765701,4345.304862,2021-2022
754,Nov-2021, DVC,2997.879534942159,2997.879534942159,2021-2022
755,Nov-2021, Jharkhand,1718.900252557869,1512.766088988729,2021-2022
756,Nov-2021, Odisha,5343.96181896836,5342.092086738,2021-2022
757,Nov-2021, West Bengal,6775.034285400729,6767.3364402,2021-2022
758,Nov-2021, Sikkim,118.4478595028,118.365004,2021-2022
759,Nov-2021, Andaman- Nicobar,59,59,2021-2022
760,Nov-2021, Eastern Region,20998.16600795693,20961.16600795693,2021-2022
761,Nov-2021, Arunachal Pradesh,168.921,142,2021-2022
762,Nov-2021, Assam,1636,1636,2021-2022
763,Nov-2021, Manipur,223,223,2021-2022
764,Nov-2021, Meghalaya,378,378,2021-2022
765,Nov-2021, Mizoram,131,131,2021-2022
766,Nov-2021, Nagaland,152,152,2021-2022
767,Nov-2021, Tripura,253,253,2021-2022
768,Nov-2021, North-Eastern Region,2784.301,2751,2021-2022
769,Nov-2021, All India,166687.0865917969,166105.2165527344,2021-2022
684,Dec-2021, Chandigarh,251,251,2021-2022
685,Dec-2021, Delhi,4685,4685,2021-2022
686,Dec-2021, Haryana,7613,7613,2021-2022
687,Dec-2021, Himachal Pradesh,1955,1955,2021-2022
688,Dec-2021," 
UTs of J&K and Ladakh",2993,2743,2021-2022
689,Dec-2021, Punjab,7337,7337,2021-2022
690,Dec-2021, Rajasthan,15752,15752,2021-2022
691,Dec-2021, Uttar Pradesh,18587,18587,2021-2022
692,Dec-2021, Uttarakhand,2318,2318,2021-2022
693,Dec-2021, Northern Region,55695.98,55545.98,2021-2022
694,Dec-2021, Chhattisgarh,4019.4154,4004,2021-2022
695,Dec-2021, Gujarat,18021.6963,17709,2021-2022
696,Dec-2021, Madhya Pradesh,15916.6,15916.6,2021-2022
697,Dec-2021, Maharashtra,24428.547,24420,2021-2022
698,Dec-2021, Daman & Diu,339.35595,339,2021-2022
699,Dec-2021, Dadra & Nagar Haveli,850.5950000000001,850,2021-2022
700,Dec-2021, Goa,610.25,610.25,2021-2022
701,Dec-2021, Western Region,63636.31736812393,63140.44821125,2021-2022
702,Dec-2021, Andhra Pradesh,9462,9462,2021-2022
703,Dec-2021, Telangana,10960.252,10935,2021-2022
704,Dec-2021, Karnataka,11925.8775,11910,2021-2022
705,Dec-2021, Kerala,3829.5257,3824.8217,2021-2022
706,Dec-2021, Tamil Nadu,14219.3999,14219.3999,2021-2022
707,Dec-2021, Puducherry,389.5799303333334,389.136597,2021-2022
708,Dec-2021, Lakshadweep,8.814,8.814,2021-2022
709,Dec-2021, Southern Region,48886,48886,2021-2022
710,Dec-2021, Bihar,4966.95373568075,4781.116182,2021-2022
711,Dec-2021, DVC,2932.41529245552,2932.41529245552,2021-2022
712,Dec-2021, Jharkhand,1808.104553859615,1551.693494093826,2021-2022
713,Dec-2021, Odisha,5430.448642440475,5427.124528666667,2021-2022
714,Dec-2021, West Bengal,6349.312012207487,6342.65222736875,2021-2022
715,Dec-2021, Sikkim,133.456815,133.456815,2021-2022
716,Dec-2021, Andaman- Nicobar,59.4,59.4,2021-2022
717,Dec-2021, Eastern Region,20992.45441459397,20630.81803854536,2021-2022
718,Dec-2021, Arunachal Pradesh,146.131,146,2021-2022
719,Dec-2021, Assam,1475,1475,2021-2022
720,Dec-2021, Manipur,245.196,244,2021-2022
721,Dec-2021, Meghalaya,391,391,2021-2022
722,Dec-2021, Mizoram,144,144,2021-2022
723,Dec-2021, Nagaland,154.862,152,2021-2022
724,Dec-2021, Tripura,227,227,2021-2022
725,Dec-2021, North-Eastern Region,2716.061,2707,2021-2022
726,Dec-2021, All India,184313.8518469915,183248.6881103516,2021-2022
641,Jan-2022, Chandigarh,271,271,2021-2022
642,Jan-2022, Delhi,5104,5104,2021-2022
643,Jan-2022, Haryana,7164,7164,2021-2022
644,Jan-2022, Himachal Pradesh,2030,2030,2021-2022
645,Jan-2022," 
UTs of J&K and Ladakh",3020,2770,2021-2022
646,Jan-2022, Punjab,7105,7105,2021-2022
647,Jan-2022, Rajasthan,15634,15634,2021-2022
648,Jan-2022, Uttar Pradesh,19840,19840,2021-2022
649,Jan-2022, Uttarakhand,2468,2468,2021-2022
650,Jan-2022, Northern Region,56362.76,56212.76,2021-2022
651,Jan-2022, Chhattisgarh,4242,4242,2021-2022
652,Jan-2022, Gujarat,17680,17680,2021-2022
653,Jan-2022, Madhya Pradesh,15516.99,15516.99,2021-2022
654,Jan-2022, Maharashtra,25559.8794,25542,2021-2022
655,Jan-2022, Daman & Diu,340.119,340,2021-2022
656,Jan-2022, Dadra & Nagar Haveli,861,861,2021-2022
657,Jan-2022, Goa,609.35295,608.5,2021-2022
658,Jan-2022, Western Region,63873.460146,63828.78,2021-2022
659,Jan-2022, Andhra Pradesh,10143.0885,10122,2021-2022
660,Jan-2022, Telangana,11897.171,11840,2021-2022
661,Jan-2022, Karnataka,13580.5675,13580.5675,2021-2022
662,Jan-2022, Kerala,3892.265,3889.49,2021-2022
663,Jan-2022, Tamil Nadu,14987.49733333334,14979.12,2021-2022
664,Jan-2022, Puducherry,401.7373776666667,400.997711,2021-2022
665,Jan-2022, Lakshadweep,9.991,9.991,2021-2022
666,Jan-2022, Southern Region,53070,53070,2021-2022
667,Jan-2022, Bihar,5773.049476390624,5242.797592000001,2021-2022
668,Jan-2022, DVC,3124.99621461779,3124.176118386714,2021-2022
669,Jan-2022, Jharkhand,1850.393712163374,1609.816288939221,2021-2022
670,Jan-2022, Odisha,5114.627153301979,5109.709058333334,2021-2022
671,Jan-2022, West Bengal,6652.0132213,6652.0132213,2021-2022
672,Jan-2022, Sikkim,132.630231,132.630231,2021-2022
673,Jan-2022, Andaman- Nicobar,59.7,59.7,2021-2022
674,Jan-2022, Eastern Region,21487.05242186619,21204.38481661142,2021-2022
675,Jan-2022, Arunachal Pradesh,164.126,164,2021-2022
676,Jan-2022, Assam,1505,1505,2021-2022
677,Jan-2022, Manipur,258,258,2021-2022
678,Jan-2022, Meghalaya,408,408,2021-2022
679,Jan-2022, Mizoram,156.06,150,2021-2022
680,Jan-2022, Nagaland,144.492,139,2021-2022
681,Jan-2022, Tripura,224,224,2021-2022
682,Jan-2022, North-Eastern Region,2801.646,2795,2021-2022
683,Jan-2022, All India,193089.8718517847,192182.2702636719,2021-2022
598,Feb-2022, Chandigarh,260,260,2021-2022
599,Feb-2022, Delhi,4985,4985,2021-2022
600,Feb-2022, Haryana,7208,7208,2021-2022
601,Feb-2022, Himachal Pradesh,1968,1968,2021-2022
602,Feb-2022," 
UTs of J&K and Ladakh",3075.74,2825.74,2021-2022
603,Feb-2022, Punjab,7076,7076,2021-2022
604,Feb-2022, Rajasthan,15784,15784,2021-2022
605,Feb-2022, Uttar Pradesh,19088,19088,2021-2022
606,Feb-2022, Uttarakhand,2379,2379,2021-2022
607,Feb-2022, Northern Region,56362.76,56212.76,2021-2022
608,Feb-2022, Chhattisgarh,4664,4664,2021-2022
609,Feb-2022, Gujarat,17492.6576,17456,2021-2022
610,Feb-2022, Madhya Pradesh,15701.61,15701.61,2021-2022
611,Feb-2022, Maharashtra,26316.20745,26307,2021-2022
612,Feb-2022, Daman & Diu,352.4928,352,2021-2022
613,Feb-2022, Dadra & Nagar Haveli,876.225,875,2021-2022
614,Feb-2022, Goa,625,625,2021-2022
615,Feb-2022, Western Region,64721.5269427345,64608.462134,2021-2022
616,Feb-2022, Andhra Pradesh,11342,11342,2021-2022
617,Feb-2022, Telangana,13178,13178,2021-2022
618,Feb-2022, Karnataka,14674,14674,2021-2022
619,Feb-2022, Kerala,4038,4038,2021-2022
620,Feb-2022, Tamil Nadu,15989.76,15989.76,2021-2022
621,Feb-2022, Puducherry,408.652893,408.652893,2021-2022
622,Feb-2022, Lakshadweep,9.824,9.824,2021-2022
623,Feb-2022, Southern Region,57132,57132,2021-2022
624,Feb-2022, Bihar,5079.525034225126,5059.403017000001,2021-2022
625,Feb-2022, DVC,3102.204892246729,3102.204892246729,2021-2022
626,Feb-2022, Jharkhand,1763.737192727142,1505.46524049826,2021-2022
627,Feb-2022, Odisha,5433.810636,5433.810636,2021-2022
628,Feb-2022, West Bengal,6545.265667043952,6542.975625575001,2021-2022
629,Feb-2022, Sikkim,132.1650408353,132.141916,2021-2022
630,Feb-2022, Andaman- Nicobar,58.2,58.2,2021-2022
631,Feb-2022, Eastern Region,21539.98231831814,21197.56317120822,2021-2022
632,Feb-2022, Arunachal Pradesh,196.307,168,2021-2022
633,Feb-2022, Assam,1499,1499,2021-2022
634,Feb-2022, Manipur,256.693,256,2021-2022
635,Feb-2022, Meghalaya,405,405,2021-2022
636,Feb-2022, Mizoram,168.893,156,2021-2022
637,Feb-2022, Nagaland,156.614,143,2021-2022
638,Feb-2022, Tripura,227,227,2021-2022
639,Feb-2022, North-Eastern Region,2809.942,2794,2021-2022
640,Feb-2022, All India,193859.345737615,193587.943359375,2021-2022
130,Feb-2022, Chandigarh,260,260,2021-2022
131,Feb-2022, Delhi,4985,4985,2021-2022
132,Feb-2022, Haryana,7208,7208,2021-2022
133,Feb-2022, Himachal Pradesh,1968,1968,2021-2022
134,Feb-2022," 
UTs of J&K and Ladakh",3075.74,2825.74,2021-2022
135,Feb-2022, Punjab,7076,7076,2021-2022
136,Feb-2022, Rajasthan,15784,15784,2021-2022
137,Feb-2022, Uttar Pradesh,19088,19088,2021-2022
138,Feb-2022, Uttarakhand,2379,2379,2021-2022
139,Feb-2022, Northern Region,56362.76,56212.76,2021-2022
140,Feb-2022, Chhattisgarh,4664,4664,2021-2022
141,Feb-2022, Gujarat,17492.6576,17456,2021-2022
142,Feb-2022, Madhya Pradesh,15701.61,15701.61,2021-2022
143,Feb-2022, Maharashtra,26316.20745,26307,2021-2022
144,Feb-2022, Daman & Diu,352.4928,352,2021-2022
145,Feb-2022, Dadra & Nagar Haveli,876.225,875,2021-2022
146,Feb-2022, Goa,625,625,2021-2022
147,Feb-2022, Western Region,64721.5269427345,64608.462134,2021-2022
148,Feb-2022, Andhra Pradesh,11342,11342,2021-2022
149,Feb-2022, Telangana,13178,13178,2021-2022
150,Feb-2022, Karnataka,14674,14674,2021-2022
151,Feb-2022, Kerala,4038,4038,2021-2022
152,Feb-2022, Tamil Nadu,15989.76,15989.76,2021-2022
153,Feb-2022, Puducherry,408.652893,408.652893,2021-2022
154,Feb-2022, Lakshadweep,9.824,9.824,2021-2022
155,Feb-2022, Southern Region,57132,57132,2021-2022
156,Feb-2022, Bihar,5079.525034225126,5059.403017000001,2021-2022
157,Feb-2022, DVC,3102.204892246729,3102.204892246729,2021-2022
158,Feb-2022, Jharkhand,1763.737192727142,1505.46524049826,2021-2022
159,Feb-2022, Odisha,5433.810636,5433.810636,2021-2022
160,Feb-2022, West Bengal,6545.265667043952,6542.975625575001,2021-2022
161,Feb-2022, Sikkim,132.1650408353,132.141916,2021-2022
162,Feb-2022, Andaman- Nicobar,58.2,58.2,2021-2022
163,Feb-2022, Eastern Region,21539.98231831814,21197.56317120822,2021-2022
164,Feb-2022, Arunachal Pradesh,196.307,168,2021-2022
165,Feb-2022, Assam,1499,1499,2021-2022
166,Feb-2022, Manipur,256.693,256,2021-2022
167,Feb-2022, Meghalaya,405,405,2021-2022
168,Feb-2022, Mizoram,168.893,156,2021-2022
169,Feb-2022, Nagaland,156.614,143,2021-2022
170,Feb-2022, Tripura,227,227,2021-2022
171,Feb-2022, North-Eastern Region,2809.942,2794,2021-2022
172,Feb-2022, All India,193859.345737615,193587.943359375,2021-2022
555,Mar-2022, Chandigarh,220,220,2021-2022
556,Mar-2022, Delhi,4648,4648,2021-2022
557,Mar-2022, Haryana,7792,7792,2021-2022
558,Mar-2022, Himachal Pradesh,1879,1879,2021-2022
559,Mar-2022," 
UTs of J&K and Ladakh",3004,2704,2021-2022
560,Mar-2022, Punjab,8475,8475,2021-2022
561,Mar-2022, Rajasthan,15749,15749,2021-2022
562,Mar-2022, Uttar Pradesh,20479,20479,2021-2022
563,Mar-2022, Uttarakhand,2162,2162,2021-2022
564,Mar-2022, Northern Region,54939.89,53576.89,2021-2022
565,Mar-2022, Chhattisgarh,5019.264700000001,5014,2021-2022
566,Mar-2022, Gujarat,19348.28745,19301,2021-2022
567,Mar-2022, Madhya Pradesh,14257.18,14257.18,2021-2022
568,Mar-2022, Maharashtra,28074.8336,28016,2021-2022
569,Mar-2022, Daman & Diu,366.022,365,2021-2022
570,Mar-2022, Dadra & Nagar Haveli,890.7972000000001,888,2021-2022
571,Mar-2022, Goa,703.2135,701.25,2021-2022
572,Mar-2022, Western Region,65433.42323452717,65205.20501696778,2021-2022
573,Mar-2022, Andhra Pradesh,12551.05841660044,12032,2021-2022
574,Mar-2022, Telangana,14162.714,14160,2021-2022
575,Mar-2022, Karnataka,14830.215,14818,2021-2022
576,Mar-2022, Kerala,4374.074000000001,4363.805,2021-2022
577,Mar-2022, Tamil Nadu,16891.2249,16891.2249,2021-2022
578,Mar-2022, Puducherry,468.6553403333334,467.001007,2021-2022
579,Mar-2022, Lakshadweep,10.701,10.701,2021-2022
580,Mar-2022, Southern Region,61137.92291660044,59781,2021-2022
581,Mar-2022, Bihar,6001.605629499701,5651.046912,2021-2022
582,Mar-2022, DVC,3354.765365973171,3338.116509880144,2021-2022
583,Mar-2022, Jharkhand,1886.523346446718,1604.995783748944,2021-2022
584,Mar-2022, Odisha,5388.941939359766,5369.678218749999,2021-2022
585,Mar-2022, West Bengal,8919.711860067489,8900.242579425001,2021-2022
586,Mar-2022, Sikkim,122.056654,122.056654,2021-2022
587,Mar-2022, Andaman- Nicobar,60.1,60.1,2021-2022
588,Mar-2022, Eastern Region,25052.57079000511,24581.97214363277,2021-2022
589,Mar-2022, Arunachal Pradesh,143,143,2021-2022
590,Mar-2022, Assam,1910.627,1855,2021-2022
591,Mar-2022, Manipur,225.068,225,2021-2022
592,Mar-2022, Meghalaya,370.548,369,2021-2022
593,Mar-2022, Mizoram,124,124,2021-2022
594,Mar-2022, Nagaland,149,149,2021-2022
